,Cluster,App,H
0,1,MS_ONE_DRIVE,0.06349206349206349
1,2,HTTP_CONNECT,0.07293666026871401
2,3,HTTP_PROXY,0.09090909090909091
3,4,APPLE_ICLOUD,0.09349593495934959
4,5,WINDOWS_UPDATE,0.0861244019138756
5,6,AMAZON,0.14566929133858267
6,7,CLOUDFLARE,0.10135135135135136
7,8,CONTENT_FLASH,0.3466666666666667
8,9,APPLE,0.13008130081300814
9,10,WINDOWS_UPDATE,0.10714285714285714
10,11,IP_ICMP,1.0
11,12,HTTP,0.16455696202531644
12,13,DNS,0.6756756756756757
13,14,OFFICE_365,0.3404255319148936
14,15,OFFICE_365,0.390625
15,16,GOOGLE,0.11904761904761904
16,17,NETFLIX,0.09375
17,18,MSN,0.19047619047619047
18,19,INSTAGRAM,0.14285714285714285
