,Cluster,App,H
0,1,EBAY,0.09836065573770492
1,2,APPLE,0.1056338028169014
2,3,DROPBOX,0.08108108108108109
3,4,YAHOO,0.08074534161490683
4,5,OFFICE_365,0.08620689655172414
5,6,HTTP_CONNECT,0.12037037037037036
6,7,DNS,0.2857142857142857
7,8,MICROSOFT,0.125
8,9,WIKIPEDIA,0.07964601769911504
9,10,REST_APP,0.11224489795918367
10,11,CLOUDFLARE,0.09302325581395349
11,12,APPLE_ICLOUD,0.1839080459770115
12,13,HTTP_PROXY,0.13095238095238096
13,14,SPOTIFY,0.11
14,15,APPLE,0.22666666666666666
15,16,DROPBOX,0.0945945945945946
16,17,APPLE_ITUNES,0.2
17,18,OFFICE_365,0.13924050632911392
18,19,DNS,0.5263157894736842
19,20,HTTP_CONNECT,0.11842105263157894
20,21,OFFICE_365,0.2608695652173913
21,22,IP_ICMP,1.0
22,23,INSTAGRAM,0.3050847457627119
23,24,NETFLIX,0.08
24,25,CONTENT_FLASH,0.2909090909090909
25,26,GOOGLE,0.11320754716981132
26,27,IP_ICMP,0.9787234042553191
27,28,AMAZON,0.2
28,29,CONTENT_FLASH,0.25
29,30,APPLE,0.3541666666666667
30,31,DNS,0.22727272727272727
31,32,CONTENT_FLASH,0.2553191489361702
32,33,CONTENT_FLASH,0.375
33,34,CLOUDFLARE,0.175
34,35,EBAY,0.25
35,36,WHATSAPP,0.09523809523809523
36,37,INSTAGRAM,0.16279069767441862
37,38,INSTAGRAM,0.10526315789473684
38,39,GMAIL,0.17142857142857143
39,40,AMAZON,0.2647058823529412
40,41,EBAY,0.32432432432432434
41,42,MSN,0.1388888888888889
42,43,SKYPE,0.11428571428571428
43,44,CONTENT_FLASH,0.2903225806451613
44,45,WHATSAPP,0.13793103448275862
45,46,WINDOWS_UPDATE,0.21428571428571427
46,47,TWITTER,0.11538461538461539
47,48,MICROSOFT,0.25
48,49,CLOUDFLARE,0.21739130434782608
49,50,DROPBOX,0.13333333333333333
50,51,APPLE_ITUNES,0.2857142857142857
51,52,DNS,0.75
52,53,INSTAGRAM,0.11764705882352941
53,54,INSTAGRAM,0.16666666666666666
54,55,SKYPE,0.2222222222222222
55,56,SPOTIFY,0.3333333333333333
56,57,HTTP,0.5
