,Cluster,App,H
0,1,DROPBOX,0.125
1,2,MS_ONE_DRIVE,0.08793969849246232
2,3,APPLE_ICLOUD,0.08708708708708708
3,4,WINDOWS_UPDATE,0.09818181818181818
4,5,HTTP_CONNECT,0.11764705882352941
5,6,WINDOWS_UPDATE,0.17557251908396945
6,7,WINDOWS_UPDATE,0.08088235294117647
7,8,CONTENT_FLASH,0.24285714285714285
8,9,OFFICE_365,0.21951219512195122
9,10,IP_ICMP,1.0
10,11,YAHOO,0.09876543209876543
11,12,FACEBOOK,0.12359550561797752
12,13,DROPBOX,0.08888888888888889
13,14,HTTP,0.1518987341772152
14,15,CONTENT_FLASH,0.12941176470588237
15,16,HTTP_PROXY,0.17567567567567569
16,17,DNS,0.125
17,18,APPLE_ICLOUD,0.16455696202531644
18,19,AMAZON,0.34177215189873417
19,20,APPLE_ITUNES,0.14285714285714285
20,21,CONTENT_FLASH,0.17582417582417584
21,22,DNS,0.5217391304347826
22,23,DNS,1.0
23,24,YOUTUBE,0.3103448275862069
24,25,SPOTIFY,0.13793103448275862
25,26,REST_APP,0.14285714285714285
26,27,OFFICE_365,0.3333333333333333
27,28,INSTAGRAM,0.5454545454545454
28,29,GOOGLE,0.23076923076923078
29,30,OFFICE_365,0.2857142857142857
