,Cluster,App,H
0,1,CLOUDFLARE,0.07668711656441718
1,2,HTTP_CONNECT,0.08264462809917356
2,3,HTTP_PROXY,0.09859154929577464
3,4,INSTAGRAM,0.07114624505928854
4,5,CLOUDFLARE,0.07111111111111111
5,6,HTTP,0.08866995073891626
6,7,HTTP_CONNECT,0.08796296296296297
7,8,AMAZON,0.15723270440251572
8,9,APPLE,0.13043478260869565
9,10,DROPBOX,0.20382165605095542
10,11,OFFICE_365,0.19333333333333333
11,12,CONTENT_FLASH,0.3013698630136986
12,13,IP_ICMP,1.0
13,14,DNS,0.1388888888888889
14,15,INSTAGRAM,0.11764705882352941
15,16,AMAZON,0.14634146341463414
16,17,APPLE_ITUNES,0.1388888888888889
17,18,EBAY,0.09090909090909091
18,19,HTTP_PROXY,0.2777777777777778
19,20,DNS,1.0
20,21,HTTP,0.17777777777777778
21,22,HTTP_CONNECT,0.1
22,23,INSTAGRAM,0.2
23,24,SPOTIFY,0.2926829268292683
24,25,FACEBOOK,0.2
25,26,GOOGLE,0.16129032258064516
26,27,DROPBOX,0.47058823529411764
27,28,APPLE_ICLOUD,0.4
