,Cluster,App,H
0,1,APPLE_ICLOUD,0.08823529411764706
1,2,HTTP,0.06451612903225806
2,3,APPLE_ICLOUD,0.08430232558139535
3,4,CONTENT_FLASH,0.19946808510638298
4,5,OFFICE_365,0.12867647058823528
5,6,DROPBOX,0.235
6,7,MS_ONE_DRIVE,0.12371134020618557
7,8,SPOTIFY,0.18292682926829268
8,9,APPLE,0.14583333333333334
9,10,APPLE,0.14423076923076922
10,11,HTTP_CONNECT,0.10526315789473684
11,12,IP_ICMP,1.0
12,13,EBAY,0.09523809523809523
13,14,DNS,0.20689655172413793
14,15,DNS,0.1232876712328767
15,16,GMAIL,0.15151515151515152
16,17,REST_APP,0.13157894736842105
17,18,DNS,1.0
18,19,HTTP_PROXY,0.3170731707317073
19,20,SSL,0.23684210526315788
20,21,HTTP,0.21428571428571427
21,22,INSTAGRAM,0.125
