,Cluster,App,H
0,1,CLOUDFLARE,0.07105263157894737
1,2,AMAZON,0.0924092409240924
2,3,MS_ONE_DRIVE,0.09689922480620156
3,4,INSTAGRAM,0.09375
4,5,DROPBOX,0.22018348623853212
5,6,HTTP,0.11602209944751381
6,7,CONTENT_FLASH,0.14124293785310735
7,8,SPOTIFY,0.1095890410958904
8,9,GMAIL,0.09734513274336283
9,10,MS_ONE_DRIVE,0.08661417322834646
10,11,CONTENT_FLASH,0.3088235294117647
11,12,DROPBOX,0.1282051282051282
12,13,EBAY,0.10743801652892562
13,14,IP_ICMP,1.0
14,15,APPLE_ITUNES,0.11538461538461539
15,16,OFFICE_365,0.31645569620253167
16,17,APPLE,0.29333333333333333
17,18,DNS,0.2318840579710145
18,19,SSL,0.11764705882352941
19,20,EBAY,0.1388888888888889
20,21,MSN,0.1875
21,22,WHATSAPP,0.22413793103448276
22,23,DNS,0.16216216216216217
23,24,DNS,1.0
24,25,HTTP_CONNECT,0.17777777777777778
25,26,HTTP,0.15384615384615385
26,27,HTTP,0.35294117647058826
27,28,DROPBOX,0.25
28,29,DNS,0.6666666666666666
29,30,YAHOO,0.4444444444444444
30,31,INSTAGRAM,0.7142857142857143
31,32,INSTAGRAM,0.25
