,Cluster,App,H
0,1,GOOGLE,0.05980861244019139
1,2,CLOUDFLARE,0.07857142857142857
2,3,HTTP_PROXY,0.08771929824561403
3,4,CONTENT_FLASH,0.17754569190600522
4,5,DROPBOX,0.23125
5,6,MS_ONE_DRIVE,0.0815450643776824
6,7,MS_ONE_DRIVE,0.12857142857142856
7,8,HTTP,0.12269938650306748
8,9,OFFICE_365,0.20512820512820512
9,10,AMAZON,0.16793893129770993
10,11,IP_ICMP,1.0
11,12,SSL,0.15384615384615385
12,13,HTTP_CONNECT,0.16666666666666666
13,14,APPLE,0.21951219512195122
14,15,DNS,0.796875
15,16,EBAY,0.14285714285714285
16,17,MSN,0.18181818181818182
17,18,DNS,0.23076923076923078
18,19,DROPBOX,0.2857142857142857
