,Cluster,App,H
0,1,DROPBOX,0.09763313609467456
1,2,APPLE_ICLOUD,0.07013574660633484
2,3,CLOUDFLARE,0.07627118644067797
3,4,CONTENT_FLASH,0.245136186770428
4,5,HTTP_PROXY,0.10526315789473684
5,6,CLOUDFLARE,0.1076923076923077
6,7,SPOTIFY,0.11797752808988764
7,8,DNS,0.3246753246753247
8,9,MS_ONE_DRIVE,0.15384615384615385
9,10,IP_ICMP,1.0
10,11,WINDOWS_UPDATE,0.12222222222222222
11,12,CLOUDFLARE,0.13095238095238096
12,13,OFFICE_365,0.325
13,14,HTTP_CONNECT,0.16666666666666666
14,15,EBAY,0.14666666666666667
15,16,AMAZON,0.2631578947368421
16,17,APPLE_ICLOUD,0.2028985507246377
17,18,APPLE,0.2459016393442623
18,19,HTTP,0.18181818181818182
19,20,HTTP,0.24528301886792453
20,21,SKYPE,0.14545454545454545
21,22,SSL,0.1346153846153846
22,23,HTTP_PROXY,0.15384615384615385
23,24,DNS,0.8837209302325582
24,25,CONTENT_FLASH,0.13043478260869565
25,26,GMAIL,0.125
26,27,EBAY,0.17647058823529413
27,28,APPLE_ICLOUD,0.2962962962962963
28,29,INSTAGRAM,0.5555555555555556
