,Cluster,App,H
0,1,APPLE_ICLOUD,0.07894736842105263
1,2,APPLE_ICLOUD,0.08385093167701864
2,3,HTTP_PROXY,0.09154929577464789
3,4,YOUTUBE,0.08241758241758242
4,5,CONTENT_FLASH,0.19391634980988592
5,6,HTTP_CONNECT,0.1076923076923077
6,7,DROPBOX,0.1111111111111111
7,8,WINDOWS_UPDATE,0.1782178217821782
8,9,WINDOWS_UPDATE,0.08943089430894309
9,10,FACEBOOK,0.1206896551724138
10,11,IP_ICMP,1.0
11,12,OFFICE_365,0.25
12,13,FACEBOOK,0.14130434782608695
13,14,INSTAGRAM,0.18840579710144928
14,15,HTTP,0.19718309859154928
15,16,DNS,0.19148936170212766
16,17,APPLE_ITUNES,0.16666666666666666
17,18,AMAZON,0.34210526315789475
18,19,SPOTIFY,0.09523809523809523
19,20,CONTENT_FLASH,0.171875
20,21,DNS,0.9565217391304348
21,22,HTTP,0.25
22,23,HTTP_PROXY,0.1276595744680851
23,24,OFFICE_365,0.3333333333333333
